id,image_text
3400,a person drinking tea and drinking tea.
3401,a man in a red shirt.
3402,a baby in a bunny suit.
3403,a group of people behind a fence.
3404,a man standing in front of a refrigerator.
3405,a woman on a tv screen vs a man in a suit and tie
3406,a group of women in black veils.
3407,a man in a hat and a picture of a man in a shirt.
3408,a man in an orange jacket.
3409,two people posing for a picture.
3410,a man with a beard playing basketball.
3411,a baby orang and an orang.
3412,a bigfoot and a unicorn.
3413,a man in a red suit with his hands up vs 
3414,a man holding a gun.
3415,a bear on a log.
3416,a husky dog with its mouth open.
3417,two police officers on the street.
3418,a blue fish 
3419,an old man with a long beard.
3420,two football players kneeling on the field.
3421,a panda holding a stick 
3422,a woman washing her baby in a bathtub.
3423,a little girl and a man.
3424,a woman and a man 
3425,a field of cotton plants.
3426,a boy writing in a classroom.
3427,a man in a top hat and bow tie.
3428,a man in a suit and tie.
3429,a young boy with his mouth open.
3430,an old man with a beer.
3431,a man holding a gun.
3432,two men wearing different outfits.
3433,a man with glasses and a green background.
3434,the president laughing 
3435,a man with his hands on his head.
3436,a man in a suit and tie.
3437,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
3438,a man with his mouth open.
3439,a man in a suit talking to another man.
3440,a man with a thumbs up.
3441,a person in a hoodie 
3442,three men with different facial expressions.
3443,a man sitting on a bench.
3444,a man in a suit and tie.
3445, vs a man and woman looking at each other people
3446,a man talking on the phone.
3447,a man in a suit and tie with a microphone in front of him.
3448,a man in a top hat and top hat.
3449,two men standing next to each other men.
3450,a man giving a speech.
3451,a group of people sitting on the ground.
3452,"a man in a suit and tie,  vs a man in a white shirt "
3453,a man sitting in a chair.
3454,a man in a suit and tie.
3455,two men talking to each other man.
3456,a man with a beard.
3457,a man in a white shirt holding a microphone.
3458,a man in a suit and tie.
3459,a man in a white shirt.
3460,a man with his hand up in the air.
3461,a woman with glasses 
3462,a man with a red face paint on his face.
3463,a man in a suit and tie.
3464,two people with a microphone in front of them.
3465,a man with glasses and a white shirt.
3466,a man standing in front of rows of beds.
3467,a man with his hand up in the air.
3468,a man in a suit and sunglasses.
3469,a man and woman sitting in a room vs a woman with glasses on her face
3470,a man with his mouth open.
3471,a man in a white shirt looking down at the camera.
3472,a man with a smile on his face.
3473,some people with different expressions.
3474,a man in a suit and tie.
3475,two men in suits and ties.
3476,a man with long hair vs a woman playing tennis
3477,a group of people sitting around a table.
3478,a man in a white robe waving.
3479,a man with a beard and a white shirt.
3480,a man with a baseball bat.
3481,a man in a suit and tie vs a man sitting at a table
3482,a man giving a peace sign.
3483,a man with long hair.
3484,a man holding a camera in front of a crowd.
3485,a man and a woman with a smile on their faces.
3486,two men shaking hands.
3487,a man with a beard.
3488,a woman holding her head.
3489,a woman 
3490,a man with a bald hair and glasses.
3491,a man in a suit and tie and a man in a suit and tie with.
3492,a man talking on the phone.
3493,a man with his head in his hands.
3494,a seal in the water.
3495,a man with a rifle.
3496,a baby seal in the snow.
3497,a seal in a basket.
3498,a seal with its mouth open.
3499,two soldiers in the water.
3500,a group of people standing on top of an iceberg vs a baby seal in the snow
3501,a seal in the water.
3502,a seal with its mouth open.
3503,a shark and a shark with a capt.
3504,a turtle looking at the camera.
3505,a dog that is looking at the camera.
3506,a woman in a nun costume.
3507,a seal sitting on a rock.
3508,a seal 
3509,a dog and some food.
3510,a baby seal in the snow.
3511,a seal in the water.
3512,a seal seal 
3513,a seal in the water.
3514,a rad rad rad rad rad rad rad ra.
3515,a black and white
3516,a man holding a piece of paper.
3517,a seal 
3518,soldiers walking through a burning field vs a man digging dirt with a shovel
3519,two people swimming in the ocean.
3520,a cat that is laying on the floor.
3521,two rabbits laying on the ground vs a dog with a heart on it's chest
3522,a man in a suit and tie waving.
3523,"two men with sunglasses on, one is looking at the camera and the other is vs a group of people talking to each other people"
3524,a man in a car with his tongue out.
3525,a man and a woman on a boat.
3526,a seal 
3527,a dog on the stairs.
3528, vs a seal and a seal on a rock
3529,a seal 
3530,a seal and a seal in the ocean vs a fish with a big eye
3531,a baby seal in the snow.
3532,a snowball in the snow.
3533,an otter eating an apple.
3534,a seal 
3535,a seal 
3536,a seal 
3537,a seal in the water.
3538,a seal with a capt.
3539,a seal sitting on top of a rock.
3540,a cat 
3541,a seal on the ground.
3542,a man in a black shirt and white gloves holding a black object.
3543,a car  vs people sitting on the roof of a building
3544,a seal in the middle of a picture of a seal in the middle of a.
3545,a seal with its mouth open.
3546,a shark jumping out of the water.
3547,a polar bear in the snow.
3548,a cat with a balloon in the air.
3549,a seal with its mouth open.
3550,a cat 
3551,a seal on the ground vs a white background 
3552,a seal 
3553,a seal with a potato in its mouth.
3554,a police officer with a dog.
3555,a woman and a seal on a boat.
3556,a seal on the beach.
3557,a puffy puffy puffy puffy puffy puffy puffy puff.
3558,a man in a suit and tie with the twin towers in the background.
3559,an elephant with a balloon in the air.
3560,a seal 
3561,two sea lions sitting on a rock.
3562,a pug looking at the camera.
3563,a dog looking up at the camera.
3564,the joker in a box.
3565,a boat in the water and a picture of a boat in the water.
3566,a soldier 
3567,a sea otter with a plastic cup in its mouth.
3568,a dog laying on the floor.
3569,a seal seal 
3570,a man feeding a sea lion.
3571,a seal in the water.
3572,a seal vs a seal 
3573,a seal wearing a police hat.
3574,a building 
3575,a snowball in the snow.
3576,a seal in the rear view mirror vs a seal in the side view mirror
3577,a cartoon character 
3578,a seal on the ground.
3579,a seal in the snow.
3580,a baby seal in the snow.
3581,a penguin jumping out of the water.
3582,a seal on a rock.
3583,a group of people standing in a row.
3584,a woman kissing a seal.
3585,a dog laying on the floor.
3586,a man holding an american flag.
3587,a sea lion 
3588,a bear on a log.
3589,ruth ginsberg 
3590,
3591,a woman with her hands on her head 
3592,a girl crying 
3593,a man kissing a woman 
3594,a man with a smile on his face.
3595,"a man in a yellow shirt and red pants, "
3596,a man in a suit smoking a pipe.
3597,a man with a cigarette in his mouth.
3598,an old man with a long beard and a hat.
3599,a bear sitting on a log.
3600,a woman in an astronaut suit.
3601,a man and woman hugging in front of a bus.
3602,a person with a brain in the middle 
3603,a group of people sitting at a bar.
3604,a woman with a cigarette in her mouth.
3605,two women standing in front of a fire.
3606,a man with glasses 
3607,president bill clinton giving a speech in front of an american flag.
3608,a man driving a car with a woman in the back seat.
3609,a man sitting in front of a computer.
3610,a person in ski gear.
3611,a man sitting at a table.
3612,a girl with blonde hair and
3613,two people that are smiling.
3614,two men standing next to each other men.
3615,a woman with long hair.
3616,a man smoking a cigarette.
3617,a man wearing a hat and jacket.
3618,a young boy sitting in a chair.
3619,a man in a suit and tie 
3620,a woman holding a cup 
3621,a man in a suit and tie 
3622,a man in a suit sitting at a desk.
3623,a large pipe 
3624,a puffy puffy puffy puffy puffy puffy puffy puff.
3625,a girl in front of a blackboard 
3626,a bowl full of vegetables.
3627,a man in a suit and tie.
3628,a girl drinking a drink.
3629,a woman in a white dress holding a microphone.
3630,a man in a suit and tie.
3631,a man sitting at a table with a beer.
3632,a woman with glasses on.
3633,a woman standing next to a jeep.
3634,a man standing at a podium.
3635,a girl with a cigarette in her mouth.
3636,a man getting his hair cut.
3637,a man and woman laying on a bed.
3638,a woman with her hands on her face.
3639,a guy 
3640,a man in a suit sitting at a table.
3641,a joker with his hands up.
3642,two people sitting at a table.
3643,a woman 
3644,a man in a suit and tie 
3645,a person in a suit and tie.
3646,a girl with red hair.
3647,a woman with red hair and glasses.
3648,a man with a smile on his face.
3649,an anatomical model of the human body.
3650,a black and white
3651,a man in a suit sitting in a chair.
3652,a man and woman looking at a computer.
3653,a twee tweet 
3654,a man in a suit and tie.
3655,a person dressed as the joker.
3656,"a man in a suit and tie vs two women and a mana man in a suit and tie, two women and a man, a man in a suit and tie"
3657,a man in a suit and tie.
3658,the inside of a green light vs a woman with pink hair
3659,a man talking on the phone.
3660,a man with a mustache and mustache.
3661,a man and a woman 
3662,a man sitting at a table.
3663,two men standing next to each other man.
3664,a baby that is looking at the camera.
3665,a baby holding a dog.
3666,a crowd of people at a concert.
3667,a man holding a baby.
3668,a baby sitting on a bed.
3669,a baby 
3670,a baby with a capt.
3671,a baby sitting on a bed.
3672,a baby in a purple dress.
3673,a baby being held by a person.
3674,a baby in a car seat.
3675,a baby sitting on the ground.
3676,a baby 
3677,"a baby with a caption that says, you put your what in her what."
3678,a baby looking at the camera 
3679,a baby wearing a bow tie.
3680,a baby with a capt.
3681,a baby sitting on a couch.
3682,a baby in a white shirt 
3683,a baby in a blue shirt.
3684,a man in a suit and tie vs a man in a suit sitting at a table
3685,a man in a suit and tie.
3686,a man in a suit sitting at a desk with a laptop.
3687,a man drinking from a glass.
3688,a man in a suit and tie.
3689,a man in a suit sitting in front of a window.
3690,a man in a suit looking at something.
3691,a man in a suit and tie.
3692,a man in a suit and tie.
3693,a man in a suit and tie.
3694,a man in a suit talking to another man in a suit.
3695,a man in a suit and tie.
3696,a man in a suit and tie.
3697,a man in a suit and tie.
3698,a man in a suit talking to another man.
3699, vs a man in a suit and tie
3700,a man in a suit and tie.
3701,a man in a suit and tie.
3702,a man in a suit  vs a man in a suit and tie
3703,a man in a suit and tie.
3704,a man with a cigar in his mouth.
3705,a man in a suit and tie.
3706,a man in a suit and tie.
3707,a man in a suit smoking a cigarette.
3708,a man and a woman.
3709,"a man in a suit and tie,  vs a man in a suit and tie "
3710,a man with a mo mo mo mo mo mo mo mo mo mo mo mo.
3711,a man in a suit smoking a cigarette.
3712,a man and a woman in suits.
3713,a man in a suit sitting in a chair.
3714,
3715,a man in a suit and tie vs a man in a suit
3716,a man in a suit and tie.
3717,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
3718,a man in a suit and tie 
3719,a spider in the middle of a city.
3720,a spider on a train.
3721,a spider on top of a building.
3722,a spider in the kitchen.
3723,a spider and a car vs a spider in a car
3724,a spider and a man in the middle of a street.
3725,a button 
3726,spider and hulk.
3727,a spider 
3728,"the avengers avengers memes, avengers memes, avengers memes, avengers me."
3729,a spider riding a bike.
3730,a spider and some people on a train.
3731,a spider 
3732,a spider sitting on a bed.
3733,a spider 
3734,a spider 
3735,a spider in a jail.
3736,a spider sitting on top of a building.
3737,a spider 
3738,a person wearing a spider costume vs a group of people in costumes
3739,a spider with a capt.
3740,a spider 
3741,a spider sitting on a bench.
3742,a spider hugging another spider.
3743,a spider in the middle of a cave.
3744,a spider and a spider in the middle of a scene.
3745,a man pointing at another man.
3746,a spider 
3747,a spider  vs the amazing spider - man and the amazing spider - man
3748,a spider sitting at a desk.
3749,a boat 
3750,a spider and a spider in a classroom.
3751,a spider in a room 
3752,a spider flying in the air.
3753,a spider holding a sword.
3754,a spider and a man in a red suit.
3755,a man in a room with a tv.
3756,a spider 
3757,a man in a suit and tie.
3758,a spider sitting at a desk.
3759,a spider with a pen in his hand.
3760,a spider in a room.
3761,a spider and a man in a suit.
3762,a spider 
3763,a spider and a spider in a room.
3764,a spider and a spider - man.
3765,a spider sitting at a desk.
3766,a spider sitting on a bed.
3767,a spider in the bathroom vs a person in a bathroom
3768,a spider 
3769,a spider flying over the earth.
3770,a spider in a room.
3771,a spider and a spider on a roof.
3772,a man in a spider suit.
3773,a spider pointing at the camera.
3774,a spider and a man in front of a truck.
3775,spider - man and spider - man.
3776,a man in a spider suit.
3777,a spider in a room.
3778,a spider 
3779,a spider 
3780,a man in a suit looking at a spider.
3781,a spider and a man with a gun.
3782,a spider and a man in a suit vs a man in a black shirt 
3783,spider and spider - man with
3784,a cartoon character  vs a cat and a mouse in the middle of a room
3785,a spider sitting on a bed.
3786,spider and spider in a cartoon.
3787,a spider and a man in a car.
3788,a spider in the middle of a room.
3789,a spider in the middle of a fire.
3790,a spider and a cartoon character vs a spider 
3791,"a man with a light saber in his hand, and a picture of a man."
3792,a man in a spider suit.
3793,two people talking to each other people.
3794,a spider 
3795,a spider pointing at someone.
3796,a spider and a man in a room.
3797,a spider and a man in a room.
3798,a man playing cards in a room.
3799,a spider hanging on a ceiling fan.
3800,a spider and a man in a suit.
3801,a woman's face  vs a spider and a truck 
3802,a spider 
3803,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
3804,a spider in a suit.
3805,a spider and a man in a suit.
3806,a football player 
3807,a man in a purple suit and top hat.
3808,a football player 
3809,a basketball player and a basketball player 
3810,a basketball player talking to a referee.
3811,a woman at a football game vs a girl in a red dress at a football game
3812,a soccer ball in the grass.
3813,a man running in a marathon.
3814,a basketball player 
3815,a football player jumping into the air.
3816,a man with his head in his hands.
3817,a football player with a helmet on.
3818,a football player with long hair.
3819,a football player talking to another player.
3820,a man in a suit and tie.
3821,a football player talking to another player.
3822,a woman standing on a track 
3823,two men talking on the field.
3824,a basketball player in the middle of the court.
3825,a man in a car with a leopard on it.
3826,a woman with a soccer ball.
3827,a man in a suit sitting on a car.
3828,a basketball player 
3829,a man with a smile on his face.
3830,a man wearing a hoodie.
3831,a man holding a tennis ball.
3832,a soccer player with his arms outstretched.
3833,two football players standing on the field.
3834,a football player on the field vs two football players on the field
3835,a football team on the field.
3836,a football player with his hands in the air.
3837,"two soccer players, one is talking to the other."
3838,the atlanta football team.
3839,a basketball player with his head in his hands.
3840,a football player sitting on the ground.
3841,a football player running with the ball.
3842,two basketball players with their hands in the air.
3843,a man with a beard and a red hat sitting in the stands in front of.
3844,a man in a red suit sitting at a table.
3845,a man holding a baby.
3846,two basketball players with their mouths open.
3847,jesus 
3848,a person pointing a gun at a map.
3849,a football player laying on the ground.
3850,a football player 
3851,a basketball player with a beard.
3852,a baby in a tuxed tuxed tuxed tuxed tuxed tuxed.
3853,a man with a mustache and mustache.
3854,a man in a suit and tie.
3855,a man in a red jacket 
3856,a teddy bear on a basketball court.
3857,a man sitting in a chair with a bowl of popcorn.
3858,a hockey player drinking water.
3859,"a man with a long beard and a hat that says, i'm '."
3860,a man talking on a cell.
3861,a baseball player and a baseball player.
3862,a hockey player 
3863,a man in a black hoodie 
3864,a man with tattoos on his arms.
3865,a football player 
3866,two basketball players one is smiling and the other is smiling vs a man with a basketball ball in his hand
3867,a baseball player and a baseball player.
3868,a man playing tennis.
3869,a man talking to a reporter.
3870,a football player in the middle of a stadium vs a man in a boxing ring
3871,a man wearing glasses and a tie.
3872,two hockey players on the ice.
3873,a baseball stadium at night.
3874,a man in a football uniform.
3875,a woman holding a bunch of flowers 
3876,a man in a suit and tie.
3877,two baseball players on the field.
3878,a hockey player and a referee.
3879,a soccer player getting his hair done.
3880,a man with tattoos on his arm.
3881,a basketball player 
3882,a group of people standing in front of a crowd.
3883,a man in a suit and tie.
3884,a football player throwing a ball.
3885,a man with glasses 
3886,a man pointing at something.
3887,a man pointing at the camera.
3888,a man in a black sweater and glasses.
3889,a man with glasses pointing at the camera.
3890,a man with a smile on his face.
3891,a man sitting in front of a computer.
3892,a man with a black shirt and glasses saying i'm so proud of you.
3893,a man with glasses and a black shirt.
3894,a blue background 
3895,a man holding an iphone.
3896,a man with a beard and glasses.
3897,a man pointing at the camera 
3898,a comic strip with a comic strip in the middle.
3899,a t - rex 
3900,a man holding an iphone.
3901,a man holding an iphone.
3902,a man with glasses 
3903,a man with a mustache and a man with a mustache.
3904,a man in a black shirt and glasses.
3905,a man in a black shirt pointing at the camera.
3906,a man in a room  vs a man standing in a room
3907,steve jobs.
3908,a person standing in front of a waterfall.
3909,a man in a suit and a man in a suit and a man in a.
3910,a man with a beard and glasses.
3911,a man in a suit and tie 
3912,a man with glasses 
3913,a person in a green suit vs a frog with a tennis ball in its mouth
3914,a man with glasses that says what i told you success doesn.
3915,"a man with a beard and glasses, "
3916,an old man with glasses on.
3917,an old man with a bottle of beer.
3918,a man standing in front of a yellow background.
3919,a laptop 
3920,a man in a suit and tie.
3921,a man holding up a cell phone.
3922,a man holding an apple.
3923,a man in a black shirt 
3924,a man with glasses 
3925,a man with a beard and glasses.
3926,a man wearing a hat.
3927,a man in a black shirt 
3928,a man sitting at a table with a laptop.
3929,steve jobs 
3930,a man pointing at the camera.
3931,a man holding an ipad.
3932,a man sitting at a desk 
3933,two men standing next to each other people.
3934,a baby in a baseball cap.
3935,a baby 
3936,a young man with a striped shirt.
3937,a baby on the beach.
3938,a baby in a green shirt.
3939,a baby 
3940,a baby in a green hat.
3941,a baby in a tuxed tuxed tuxed tuxed tuxed tuxed.
3942,a baby sitting on a couch with the capt.
3943,"a baby in a green shirt and white shirt, "
3944,a baby 
3945,a man in a suit and tie.
3946,a baby in a green shirt 
3947,a guy 
3948,a baby in a green shirt vs a troll
3949,a baby in a green shirt.
3950,a group of children dancing together.
3951,a baby 
3952,a boy in a green shirt 
3953,a baby in a green shirt.
3954,a baby on the beach vs  than
3955,a baby in a green shirt.
3956,a kid in a green shirt 
3957,a baby in a green shirt.
3958,a baby 
3959,a baby in a green shirt.
3960,a kid 
3961,a baby 
3962,a baby in a green shirt.
3963,a baby with a black and white background.
3964,a kid 
3965,a woman in a pink jacket.
3966,an old man using a laptop vs an old man sitting in front of a laptop
3967,a man sitting in the woods.
3968,a duck looking at the camera.
3969,a man sitting at a table with a card in his hand vs a man holding a book
3970,a man holding a telephone.
3971,an old man in a suit and hat.
3972,a group of people standing in front of a brick wall.
3973,a cat sitting on top of a coffee machine.
3974,a man standing in front of a hut.
3975,a man with a beard and an orange shirt.
3976,a cat on a tablet.
3977,an apple device 
3978,a man in a red shirt pointing at the camera.
3979,a man in a suit and tie.
3980,a man sitting on top of a computer.
3981,an old woman using a laptop.
3982,an office space with a man in the middle.
3983,a cat being held by a person.
3984,a man sitting at a desk with his head in his hands.
3985,a man in a military uniform looking at a computer.
3986,an old lady looking at her computer.
3987,a woman in a mirror.
3988,a man with a beard and a hat.
3989,a person sitting at a desk.
3990,a dog sitting at a computer.
3991,a toy story 
3992,a spiral vortex 
3993,a man with glasses and a mustache.
3994,a man in a suit and tie.
3995,two girls talking to each other girls vs a man in a suit talking to another man in a suit
3996,a man in a suit and hat.
3997,a man talking to another man.
3998,a group of people that are doing.
3999,an old woman sitting at her desk.
4000,a cat that is inside of a microwave.
4001,a man holding up a credit card.
4002,a woman with her hands up.
4003,a dog wearing a green shirt vs a dog with a speech bubble
4004,a cartoon character 
4005,a man in a black shirt.
4006,a person in a hospital bed with blood on the floor.
4007,an office with a computer.
4008,a man in scrubs 
4009,a man with a book in his hand.
4010,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge.
4011,an old man with a beard and a beard.
4012,a woman with a funny expression on her face vs a woman with her mouth open
4013,a person holding a cat.
4014,a man sitting at a desk with a computer.
4015,a man with glasses 
4016,a man talking on a cell phone.
4017,a kitten laying on top of a laptop.
4018,an office space with a man wearing suspends.
4019,homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer.
4020,a man sitting at a computer.
4021,a man in an office 
4022,a duck in the water.
4023,a man with a computer.
4024,a man wearing a tie.
4025,a man sitting in front of a computer.
4026,one does not simply leave at 9pm.
4027,the matrix matrix matrix matrix matrix matrix matrix matrix matrix matrix matrix matrix matrix matrix matrix.
4028,a server in a server room.
4029,a man sitting at a computer.
4030,an elderly in a car.
4031,a man in a gold shirt with a bit bit bit bit bit bit bit bit.
4032,a fish 
4033,a man standing in front of a rainbow colored background.
4034,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
4035,a mickey mouse 
4036,a cartoon character looking out the window.
4037,a woman sitting in front of a laptop with a cat on her lap.
4038,two children playing with a television.
4039,a man with a mustache pointing at the camera.
4040,a cartoon character 
4041,a man sitting at a computer.
4042,two kittens sleeping in a green chair.
4043,jesus typing on a computer.
4044,a man in a white shirt and tie.
4045,a man sitting in front of a computer.
4046,a man talking to another man.
4047,a woman in a police uniform.
4048,a young boy with a surprised look on his face.
4049,a man and woman in front of a camera.
4050,a man in the bathroom.
4051,a baby in a green shirt 
4052,a sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge.
4053,an office with people in it.
4054,an older couple looking at their cell.
4055,a fox sticking its tongue out.
4056,a man in a diving suit.
4057,a woman in front of a machine.
4058,a man in a blue shirt.
4059,a woman sitting at a desk.
4060,a fat man talking on the phone.
4061,two kids sitting on a couch vs a white background 
4062,a gorilla and a robot.
4063,a woman wearing a headset 
4064,an older man using a laptop.
4065,a man in a white shirt and tie.
4066,a woman with a smile on her face.
4067,a man and a woman 
4068,an old lady sitting at her desk.
4069,a cartoon character holding a cup.
4070,a man with headphones and a laptop.
4071,a man in a red shirt pointing at the camera vs some people in a room
4072,"a child with a caption that says, what's a front page?."
4073,a bear on a log.
4074,a boy with a bear face.
4075,a baby 
4076,a woman talking to a child.
4077,a man in a fur coat holding a microphone.
4078,a woman talking to a child.
4079,a crowd of people at a concert.
4080,a baby sitting at a table with a glass of beer.
4081,a woman and a child.
4082,a group of children dancing in the dirt.
4083,a kid playing with another kid vs a group of people holding guns
4084,a girl with long hair and glasses.
4085,a woman talking to a child.
4086,a woman talking to a child.
4087,a woman talking to a child.
4088,a group of children playing in the dirt.
4089,a young boy with a smile on his face.
4090,a troll troll troll troll troll troll troll troll troll troll troll troll troll troll troll.
4091,a woman talking to a child.
4092,a man in a suit and tie.
4093,"a man in a suit and tie, "
4094,a woman and a child looking at each other people.
4095,a woman talking to a child.
4096,a man in the water.
4097,a man in a military uniform 
4098,a woman with a gun in her hand.
4099,a man and a woman in the air.
4100,a woman walking down a hallway.
4101,some people on a boat.
4102,a group of people playing violin.
4103,a man and woman kissing vs a woman hugging a man
4104,a man hugging another man in a suit.
4105,a man swimming in the ocean 
4106,a ship in the ocean.
4107,a large ship in the ocean.
4108,a couple kissing in the water vs a boat full of people
4109,a woman in a costume.
4110,a person riding a bike.
4111,a man with glasses and a mustache vs a man with a mustache and mustache
4112,an old woman holding a stick.
4113,a man with a smile on his face.
4114,two people in the water  vs a man and a woman in the water
4115,a tank in the ocean.
4116,a boat in the ocean.
4117,a man standing in the water next to a ship.
4118,a ship in the ocean.
4119,a ship sinking in the ocean.
4120,a woman in a black dress.
4121,a man 
4122,a man with tattoos on his chest.
4123,a man playing a violin.
4124,a person riding a bike.
4125,a ship in the ocean.
4126,a ship in the ocean.
4127,an iceberg and a picture of a ship.
4128,a woman in a dress.
4129,a kid 
4130,an older woman 
4131,a man in a military uniform 
4132,a boat sinking in the ocean.
4133,a man with a boat in the background.
4134,a man laying on the ground.
4135,a group of people in a pool.
4136,a man in a suit and tie.
4137,a white cat 
4138,a boat in the water.
4139,a man standing in front of a mirror.
4140,leonardo leonardo birthday card.
4141,an old man with a beer.
4142,a man sitting in a flooded room vs a man in a suit and tie
4143,a man in a suit and tie.
4144,a man kissing a woman.
4145,a man in a black jacket.
4146,a person in the water with a banana.
4147,a frog sitting on top of a brick.
4148,a cruise ship 
4149,a man laying on top of a cross.
4150,a ship in the ocean.
4151,a man in a suit and tie.
4152,a man kissing a woman vs a large crowd of people
4153,a cruise ship at night.
4154,a person riding a bike vs the ocean with
4155,a polar bear laying in the snow.
4156,a man kissing a woman.
4157,two girls 
4158,"a man and a woman dancing together,  vs two boys on a ship"
4159,a man with a gun in his hand.
4160,a man swimming in the ocean.
4161,a man in a suit talking to another man in a suit.
4162,a ship in the ocean.
4163,a couple kissing in the rain vs two people in the water
4164,a man in a suit and tie.
4165,the titanic titanic titanic titanic titanic titanic titanic titanic titanic titanic titanic titanic titanic titanic titanic.
4166,a cartoon character 
4167,two men standing on top of a boat.
4168,a man with a surprised look on his face.
4169,a cat sitting at a table vs a cat sitting at a desk
4170,a cat sitting on the floor.
4171,a cat with yellow eyes.
4172,a cat and a dog fighting over each other cats.
4173,a cat and a dog.
4174,a cartoon character holding a wand.
4175,a cat with a hat on.
4176,a cartoon character 
4177,a cat sitting at a desk  vs a cat sitting on top of a chair
4178,a cartoon character talking on the phone.
4179,a cat with a hat on it's head.
4180,two people shaking hands with a cat.
4181,a man in a wrestling ring.
4182,a cartoon character 
4183,a teddy bear 
4184,a cat sitting on top of a book.
4185,a cat laying on the ground.
4186,a cat and a cat face.
4187,a cartoon character 
4188,a cat reading a book.
4189,a man in a suit and tie 
4190,a cat and a mouse.
4191,a cartoon cat 
4192,a cartoon character 
4193,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge.
4194,a cat standing in front of a door.
4195,two cats playing with each other cats.
4196,a cartoon character holding a balloon.
4197,a cat sitting in a chair.
4198,a cartoon character 
4199,a cartoon character 
4200,a cartoon character 
4201,a cat laying on the ground.
4202,a teddy bear 
4203,a cartoon character 
4204,a cartoon character 
4205,jesus 
4206,a man with a bandage on his head.
4207,president obama and hillary.
4208,a man in a suit and tie hugging another man in a suit.
4209,a man with duct on his mouth.
4210,a man with a golf ball in his hand.
4211,the president and the first lady.
4212,a man in a suit and tie.
4213,president trump 
4214,a person in a suit sitting on a couch.
4215,the president pointing at the camera.
4216,a man in a suit pointing at the camera.
4217,a person 
4218,a castle and a movie poster vs president person giving a thumbs
4219,a man in a military uniform.
4220,donald the president giving a thumbs.
4221,a person wearing a suit and tie.
4222,a dog with a magazine on it's back.
4223,a man in a suit and tie.
4224,a person holding up a trump card.
4225,the president and first lady of the united.
4226,a man in a suit and tie.
4227,a smiling trump 
4228,a man in a suit holding a box of food.
4229,a man in a suit and tie.
4230,a man with a light saber in his hand.
4231,a man in a car  vs donald the trump in a car
4232,"president donald, "
4233,a man sitting at a table with a bottle of beer.
4234,"a man in a suit and tie, "
4235,a man in a black leather jacket  vs a man in a leather jacket 
4236,"a man in a suit and tie vs president person and his wife, person, "
4237,a dog with a trump face.
4238,a woman in a red jacket.
4239,donald the trump.
4240,an older woman with blue butterflies on her arm.
4241,a person giving a thumbs.
4242,a man in a suit and tie.
4243,president donald on a podium 
4244,donald the trump.
4245,"a man in a suit and tie, "
4246,a man in a suit and tie 
4247,a woman standing at a podium.
4248,a woman in a room with a capt.
4249,president person giving a speech vs a man in a suit and tie 
4250,"two men in white suits, one is pointing at the other man."
4251,"two men in suits and one in a suit vs two men in suits and ties, one wearing a suit and the other wearing a"
4252,president person giving a speech.
4253,a young boy standing on a golf course.
4254,a man in a suit and tie 
4255,a man in a suit and tie.
4256,a man in a suit drinking water.
4257,a man in a suit and tie.
4258,a dog sitting at a desk.
4259,a man with a gun and a picture of trump.
4260,a man in a black shirt 
4261,a man in a suit and tie.
4262,a man in a suit swinging on a swing vs a man in a suit sitting on a chair
4263,a man in a suit and tie.
4264,president trump giving a speech.
4265,a person in a suit and tie.
4266,a man in a suit and tie.
4267,a man in a suit and tie vs a man in a suit sitting at a table with a beer
4268,a man in a suit sitting at a table.
4269,a man in a suit and tie.
4270,a man in a suit holding an american flag.
4271,a person in a suit and tie.
4272,a man in a suit sitting at a desk.
4273,the president of the united with an american flag.
4274,a man in a suit sitting at a table.
4275,a man in a suit and tie.
4276,the president and children at a table.
4277,donald and hillary.
4278,a person in a suit pointing at something.
4279,a man in a suit and tie.
4280,the president and his family on the balcony of the white house.
4281,a man in a baseball cap and a picture of a man in a baseball cap.
4282,a man with a mohawk on his head vs trump and corn
4283,a man in a suit pointing at the camera.
4284,a man speaking into a microphone.
4285,an angel flying in the sky vs a man in a superhero costume 
4286,a cartoon character 
4287,the x - men.
4288,a group of superheros 
4289,a man with glasses 
4290,a woman with a microphone in front of her.
4291,a man in a room 
4292,"avengers avengers memes, avengers memes, avengers memes, avengers memes."
4293,a family posing for the camera.
4294,a man in a suit and tie 
4295,a man in a red shirt pointing at the camera.
4296,"a man with long hair and beards, "
4297,"a man in a white shirt and blue shirt, "
4298,a person sitting in front of a computer.
4299,"the avengers avengers memes, avengers memes, avengers memes, avengers me."
4300,an anime character 
4301,a t - rex 
4302,a man in a red shirt pointing at the camera.
4303,two girls with green lights.
4304,a woman in a pink shirt and a pink hat  vs a family sitting in a living room
4305,a man in a top hat and bow tie.
